Date,Product_Name,Category,Units_Sold,Revenue,Region,Store
2022-07-05,Product B,Clothing,208,13821.94,North,Store1
2022-07-05,Product B,Clothing,301,28908.83,East,Store1
2022-07-05,Product E,Toys,228,4795.43,North,Store1
2022-07-05,Product C,Food,224,16019.7,North,Store4
2022-07-05,Product B,Clothing,179,12164.28,East,Store2
2022-07-05,Product D,Books,251,21794.28,East,Store2
2022-07-05,Product C,Food,244,21010.17,South,Store4
2022-07-06,Product D,Books,197,18681.56,South,Store1
2022-07-06,Product A,Electronics,219,11652.99,East,Store1
2022-07-06,Product A,Electronics,231,5008.47,South,Store5
2022-07-06,Product E,Toys,232,8848.9,East,Store2
2022-07-07,Product C,Food,190,6874.87,East,Store3
2022-07-07,Product D,Books,189,9794.64,North,Store5
2022-07-07,Product C,Food,192,6822.34,East,Store4
2022-07-07,Product C,Food,238,5941.27,North,Store5
2022-07-07,Product C,Food,217,21001.97,North,Store2
2022-07-07,Product A,Electronics,261,24069.71,North,Store5
2022-07-07,Product D,Books,185,4842.38,West,Store1
2022-07-08,Product D,Books,197,7814.56,North,Store3
2022-07-08,Product E,Toys,141,13524.5,South,Store5
2022-07-08,Product C,Food,155,3151.92,North,Store4
2022-07-09,Product C,Food,187,13508.47,West,Store1
2022-07-09,Product D,Books,283,9669.14,South,Store3
2022-07-09,Product B,Clothing,287,12980.75,South,Store5
2022-07-09,Product E,Toys,244,8188.72,West,Store2
2022-07-09,Product B,Clothing,236,13689.7,East,Store4
2022-07-10,Product B,Clothing,376,32900.15,East,Store5
2022-07-10,Product B,Clothing,366,32919.72,South,Store5
2022-07-10,Product D,Books,418,33095.0,South,Store3
2022-07-10,Product B,Clothing,294,24942.21,West,Store4
2022-07-10,Product D,Books,363,30612.97,North,Store1
2022-07-10,Product E,Toys,317,23890.4,South,Store3
2022-07-10,Product E,Toys,360,8904.3,West,Store3
2022-07-11,Product E,Toys,283,20811.12,East,Store3
2022-07-11,Product E,Toys,253,17078.12,East,Store1
2022-07-11,Product E,Toys,440,28874.1,South,Store3
2022-07-11,Product C,Food,244,11806.32,South,Store4
2022-07-11,Product C,Food,356,23279.29,East,Store5
2022-07-11,Product B,Clothing,258,15751.93,North,Store5
2022-07-12,Product D,Books,138,9376.26,North,Store2
2022-07-12,Product A,Electronics,128,11858.07,North,Store5
2022-07-12,Product C,Food,82,5476.47,West,Store3
2022-07-12,Product E,Toys,124,8686.76,North,Store4
2022-07-12,Product E,Toys,165,4954.95,East,Store1
2022-07-12,Product D,Books,166,4936.11,South,Store1
2022-07-12,Product B,Clothing,79,5542.44,East,Store3
2022-07-13,Product A,Electronics,175,8083.89,North,Store2
2022-07-13,Product D,Books,108,5927.0,North,Store5
2022-07-13,Product B,Clothing,197,5001.86,North,Store3
2022-07-14,Product D,Books,111,5420.13,East,Store4
2022-07-14,Product A,Electronics,50,2063.99,East,Store3
2022-07-14,Product A,Electronics,54,4908.26,East,Store5
2022-07-14,Product D,Books,115,9807.93,West,Store2
2022-07-14,Product E,Toys,113,8770.22,East,Store1
2022-07-14,Product C,Food,92,3463.99,North,Store2
2022-07-15,Product D,Books,275,10759.46,West,Store1
2022-07-15,Product D,Books,172,10488.07,South,Store4
2022-07-15,Product E,Toys,163,13455.86,East,Store1
2022-07-15,Product B,Clothing,192,8886.65,East,Store1
2022-07-15,Product E,Toys,232,15313.12,South,Store3
2022-07-15,Product B,Clothing,217,6895.86,East,Store4
2022-07-15,Product E,Toys,147,6105.34,East,Store1
2022-07-16,Product A,Electronics,209,6573.66,East,Store4
2022-07-16,Product C,Food,116,9632.36,West,Store3
2022-07-16,Product B,Clothing,203,18277.94,East,Store5
2022-07-16,Product E,Toys,124,11123.45,South,Store2
2022-07-16,Product D,Books,176,16825.94,North,Store1
2022-07-16,Product A,Electronics,112,8237.44,East,Store2
2022-07-17,Product C,Food,157,5364.72,North,Store3
2022-07-17,Product B,Clothing,222,8624.66,East,Store3
2022-07-17,Product D,Books,181,7811.1,South,Store3
2022-07-17,Product A,Electronics,211,5603.58,South,Store4
2022-07-17,Product C,Food,218,19585.87,South,Store5
2022-07-17,Product C,Food,236,16728.57,East,Store4
2022-07-18,Product A,Electronics,260,21695.71,West,Store3
2022-07-18,Product D,Books,174,16479.41,East,Store4
2022-07-18,Product E,Toys,232,15998.88,South,Store2
2022-07-18,Product C,Food,250,18583.25,West,Store3
2022-07-18,Product E,Toys,321,16515.37,West,Store4
2022-07-18,Product A,Electronics,235,8864.52,South,Store4
2022-07-18,Product A,Electronics,253,14422.89,East,Store5
2022-07-19,Product C,Food,193,14098.98,West,Store5
2022-07-19,Product D,Books,197,10593.75,North,Store3
2022-07-19,Product E,Toys,227,12148.49,North,Store2
2022-07-20,Product D,Books,99,6700.72,East,Store1
2022-07-20,Product E,Toys,207,8439.03,West,Store3
2022-07-20,Product A,Electronics,160,14234.57,South,Store1
2022-07-20,Product C,Food,333,31035.64,West,Store2
2022-07-21,Product A,Electronics,130,9937.85,West,Store4
2022-07-21,Product E,Toys,82,5715.93,West,Store2
2022-07-21,Product A,Electronics,70,5596.52,West,Store2
2022-07-22,Product E,Toys,122,9653.53,East,Store5
2022-07-22,Product B,Clothing,160,11796.32,South,Store2
2022-07-22,Product B,Clothing,166,9438.54,East,Store2
2022-07-22,Product B,Clothing,59,4873.4,West,Store1
2022-07-23,Product B,Clothing,214,10196.32,East,Store4
2022-07-23,Product B,Clothing,172,6670.22,East,Store4
2022-07-23,Product C,Food,161,4098.24,East,Store1
2022-07-23,Product D,Books,162,8649.44,South,Store5
2022-07-23,Product C,Food,199,9236.08,South,Store1
2022-07-23,Product B,Clothing,245,10733.95,North,Store1
2022-07-24,Product D,Books,243,5263.54,South,Store5
2022-07-24,Product A,Electronics,202,5298.16,East,Store1
2022-07-24,Product C,Food,258,20389.85,West,Store4
2022-07-25,Product D,Books,68,5545.77,South,Store3
2022-07-25,Product A,Electronics,175,7545.56,South,Store5
2022-07-25,Product D,Books,163,13099.16,West,Store3
2022-07-25,Product B,Clothing,182,10968.71,South,Store1
2022-07-26,Product A,Electronics,184,4967.21,South,Store5
2022-07-26,Product A,Electronics,116,2689.45,South,Store5
2022-07-26,Product D,Books,215,6292.16,North,Store5
2022-07-26,Product B,Clothing,198,16054.09,North,Store5
2022-07-26,Product B,Clothing,207,14626.84,North,Store1
2022-07-26,Product A,Electronics,241,22512.24,East,Store2
2022-07-27,Product A,Electronics,217,14093.96,West,Store2
2022-07-27,Product B,Clothing,255,12895.32,North,Store1
2022-07-27,Product B,Clothing,212,20652.92,East,Store2
2022-07-28,Product C,Food,156,12014.07,West,Store3
2022-07-28,Product B,Clothing,36,2209.81,North,Store1
2022-07-28,Product D,Books,125,2753.49,East,Store2
2022-07-29,Product C,Food,119,3208.92,North,Store5
2022-07-29,Product A,Electronics,126,3762.33,North,Store4
2022-07-29,Product A,Electronics,116,3354.61,South,Store2
2022-07-29,Product C,Food,109,4642.25,South,Store5
2022-07-29,Product A,Electronics,49,1746.2,West,Store4
2022-07-29,Product E,Toys,62,5655.57,North,Store4
2022-07-29,Product B,Clothing,148,8903.78,West,Store3
2022-07-30,Product D,Books,153,5838.22,East,Store2
2022-07-30,Product D,Books,268,10971.94,North,Store2
2022-07-30,Product E,Toys,164,5777.22,North,Store2
2022-07-30,Product C,Food,246,20896.36,East,Store3
2022-07-30,Product C,Food,190,15903.77,South,Store3
2022-07-31,Product E,Toys,215,17110.99,North,Store1
2022-07-31,Product A,Electronics,246,13782.9,North,Store4
2022-07-31,Product D,Books,116,4049.98,North,Store3
2022-07-31,Product B,Clothing,130,10385.53,North,Store4
2022-07-31,Product C,Food,116,11296.28,North,Store2
2022-07-31,Product C,Food,224,9850.06,South,Store4
2022-08-01,Product E,Toys,311,22808.28,North,Store4
2022-08-01,Product D,Books,285,6926.23,South,Store1
2022-08-01,Product E,Toys,282,18062.9,West,Store4
2022-08-02,Product C,Food,302,26710.12,South,Store3
2022-08-02,Product B,Clothing,203,19272.41,South,Store5
2022-08-02,Product D,Books,189,16114.07,South,Store5
2022-08-02,Product C,Food,168,5936.93,West,Store3
2022-08-02,Product D,Books,233,8049.08,West,Store3
2022-08-03,Product E,Toys,176,12465.35,North,Store1
2022-08-03,Product B,Clothing,252,5876.59,North,Store1
2022-08-03,Product C,Food,181,14317.01,East,Store2
2022-08-03,Product D,Books,170,6023.04,East,Store2
2022-08-04,Product A,Electronics,73,4756.19,West,Store2
2022-08-04,Product E,Toys,160,14698.95,South,Store5
2022-08-04,Product C,Food,159,14915.52,North,Store2
2022-08-04,Product B,Clothing,81,4777.13,North,Store4
2022-08-04,Product A,Electronics,58,3052.61,South,Store3
2022-08-05,Product D,Books,107,4344.02,West,Store5
2022-08-05,Product B,Clothing,236,12984.09,North,Store5
2022-08-05,Product D,Books,101,4823.78,East,Store4
2022-08-05,Product A,Electronics,199,4564.47,West,Store4
2022-08-05,Product B,Clothing,97,9083.36,South,Store1
2022-08-05,Product C,Food,135,3622.35,West,Store5
2022-08-05,Product E,Toys,225,9564.31,East,Store1
2022-08-06,Product D,Books,136,11831.7,West,Store2
2022-08-06,Product C,Food,178,8942.64,South,Store2
2022-08-06,Product A,Electronics,116,3426.27,South,Store1
2022-08-07,Product A,Electronics,228,11733.09,West,Store3
2022-08-07,Product C,Food,323,15049.91,West,Store5
2022-08-07,Product D,Books,331,12746.35,East,Store4
2022-08-07,Product A,Electronics,252,19169.45,West,Store2
2022-08-08,Product B,Clothing,184,14834.47,South,Store1
2022-08-08,Product D,Books,100,9397.13,North,Store1
2022-08-08,Product B,Clothing,252,16055.57,North,Store3
2022-08-08,Product E,Toys,280,10535.15,West,Store3
2022-08-08,Product B,Clothing,195,4150.04,West,Store2
2022-08-09,Product E,Toys,147,10973.42,South,Store2
2022-08-09,Product D,Books,193,5807.22,West,Store4
2022-08-09,Product A,Electronics,232,16679.56,South,Store4
2022-08-09,Product E,Toys,172,7176.53,South,Store2
2022-08-09,Product B,Clothing,287,14978.49,East,Store4
2022-08-09,Product E,Toys,170,8472.8,West,Store3
2022-08-09,Product D,Books,162,7467.17,West,Store5
2022-08-10,Product A,Electronics,127,10353.66,West,Store5
2022-08-10,Product B,Clothing,124,2821.56,West,Store2
2022-08-10,Product E,Toys,14,990.7,West,Store3
2022-08-10,Product E,Toys,149,14625.43,South,Store5
2022-08-10,Product B,Clothing,210,5867.06,South,Store4
2022-08-10,Product E,Toys,139,6473.76,West,Store1
2022-08-10,Product E,Toys,174,4368.02,East,Store3
2022-08-11,Product D,Books,128,6708.72,South,Store4
2022-08-11,Product E,Toys,116,6352.45,North,Store5
2022-08-11,Product B,Clothing,149,10770.75,South,Store1
2022-08-11,Product D,Books,218,12892.12,East,Store5
2022-08-12,Product D,Books,44,1935.75,South,Store1
2022-08-12,Product B,Clothing,105,7761.92,South,Store1
2022-08-12,Product D,Books,147,11184.91,North,Store4
2022-08-12,Product B,Clothing,96,7682.54,West,Store3
2022-08-12,Product C,Food,166,9985.83,West,Store1
2022-08-12,Product D,Books,122,9441.46,East,Store4
2022-08-13,Product D,Books,131,11670.96,South,Store4
2022-08-13,Product A,Electronics,146,4218.24,North,Store4
2022-08-13,Product D,Books,118,7624.58,East,Store4
2022-08-13,Product E,Toys,68,3545.23,North,Store2
2022-08-13,Product E,Toys,70,2478.99,South,Store4
2022-08-13,Product D,Books,131,10117.19,East,Store5
2022-08-14,Product E,Toys,155,3188.56,West,Store2
2022-08-14,Product A,Electronics,279,27536.44,East,Store5
2022-08-14,Product A,Electronics,171,13275.85,East,Store5
2022-08-14,Product E,Toys,222,12557.38,East,Store4
2022-08-15,Product A,Electronics,211,13815.13,East,Store1
2022-08-15,Product D,Books,154,8956.44,South,Store1
2022-08-15,Product A,Electronics,195,18647.8,West,Store4
2022-08-15,Product D,Books,274,17476.92,North,Store4
2022-08-16,Product E,Toys,83,7129.01,North,Store1
2022-08-16,Product E,Toys,174,4629.4,East,Store1
2022-08-16,Product E,Toys,137,8334.64,East,Store4
2022-08-17,Product C,Food,100,4069.69,North,Store1
2022-08-17,Product A,Electronics,142,10561.45,South,Store2
2022-08-17,Product B,Clothing,121,11542.16,North,Store1
2022-08-17,Product C,Food,96,7241.54,North,Store5
2022-08-17,Product B,Clothing,30,1290.03,East,Store1
2022-08-17,Product D,Books,87,3796.14,South,Store1
2022-08-17,Product C,Food,98,6752.92,North,Store3
2022-08-18,Product A,Electronics,33,2723.9,West,Store4
2022-08-18,Product E,Toys,162,7620.24,West,Store1
2022-08-18,Product E,Toys,93,3529.41,North,Store2
2022-08-18,Product C,Food,10,973.57,East,Store4
2022-08-18,Product B,Clothing,120,8681.73,North,Store5
2022-08-18,Product B,Clothing,102,7899.0,East,Store4
2022-08-19,Product D,Books,28,2502.21,South,Store3
2022-08-19,Product C,Food,96,6146.7,South,Store4
2022-08-19,Product D,Books,117,10661.15,South,Store3
2022-08-19,Product D,Books,188,7224.0,East,Store4
2022-08-20,Product D,Books,152,14574.01,West,Store2
2022-08-20,Product B,Clothing,74,4893.15,South,Store1
2022-08-20,Product D,Books,34,1781.89,North,Store3
2022-08-21,Product B,Clothing,173,11710.61,South,Store3
2022-08-21,Product B,Clothing,156,5835.5,South,Store2
2022-08-21,Product C,Food,223,5756.35,West,Store5
2022-08-21,Product A,Electronics,204,6130.5,East,Store1
2022-08-22,Product C,Food,343,12826.91,East,Store5
2022-08-22,Product D,Books,225,20188.55,East,Store3
2022-08-22,Product D,Books,204,12336.71,West,Store5
2022-08-22,Product D,Books,216,17221.3,North,Store3
2022-08-22,Product A,Electronics,233,16508.18,South,Store1
2022-08-22,Product E,Toys,228,12023.49,West,Store4
2022-08-23,Product C,Food,237,10312.66,South,Store4
2022-08-23,Product E,Toys,233,16024.47,West,Store2
2022-08-23,Product A,Electronics,141,7295.78,South,Store5
2022-08-23,Product C,Food,95,6302.78,East,Store5
2022-08-23,Product B,Clothing,183,12908.42,South,Store3
2022-08-24,Product D,Books,60,2749.49,South,Store1
2022-08-24,Product D,Books,84,2393.76,South,Store2
2022-08-24,Product D,Books,100,2911.73,West,Store1
2022-08-25,Product A,Electronics,163,9237.06,East,Store5
2022-08-25,Product B,Clothing,69,3781.28,East,Store2
2022-08-25,Product B,Clothing,114,6219.94,West,Store2
2022-08-25,Product A,Electronics,113,6676.42,South,Store5
2022-08-25,Product A,Electronics,58,2399.55,North,Store4
2022-08-25,Product E,Toys,122,8716.7,South,Store2
2022-08-26,Product C,Food,72,6620.62,East,Store5
2022-08-26,Product D,Books,13,894.79,East,Store2
2022-08-26,Product C,Food,41,2916.27,East,Store4
2022-08-26,Product C,Food,133,11055.98,North,Store4
2022-08-26,Product C,Food,124,12146.44,South,Store2
2022-08-26,Product C,Food,112,3062.33,East,Store2
2022-08-26,Product C,Food,42,3024.63,East,Store1
2022-08-27,Product C,Food,125,6122.93,South,Store4
2022-08-27,Product E,Toys,149,8455.38,North,Store1
2022-08-27,Product B,Clothing,226,21639.59,South,Store4
2022-08-28,Product E,Toys,157,7602.37,North,Store5
2022-08-28,Product E,Toys,63,4785.65,East,Store4
2022-08-28,Product B,Clothing,136,9851.95,North,Store5
2022-08-28,Product C,Food,155,13884.23,East,Store5
2022-08-28,Product C,Food,186,15940.34,South,Store3
2022-08-28,Product A,Electronics,146,13164.77,West,Store1
2022-08-29,Product C,Food,159,11206.95,North,Store4
2022-08-29,Product B,Clothing,229,14235.56,North,Store2
2022-08-29,Product B,Clothing,213,14184.69,West,Store4
2022-08-29,Product D,Books,128,12265.43,North,Store5
2022-08-29,Product D,Books,86,2473.3,East,Store5
2022-08-29,Product A,Electronics,59,5875.34,North,Store2
2022-08-29,Product E,Toys,165,13005.02,East,Store4
2022-08-30,Product B,Clothing,234,8534.11,West,Store1
2022-08-30,Product C,Food,153,12353.09,East,Store1
2022-08-30,Product B,Clothing,262,15989.03,North,Store5
2022-08-30,Product C,Food,126,10351.09,South,Store2
2022-08-30,Product B,Clothing,255,22122.95,West,Store5
2022-08-30,Product D,Books,184,13107.38,North,Store3
2022-08-30,Product A,Electronics,245,5547.03,North,Store1
2022-08-31,Product D,Books,91,2170.01,North,Store1
2022-08-31,Product B,Clothing,132,12268.45,West,Store3
2022-08-31,Product A,Electronics,213,8577.58,East,Store1
2022-08-31,Product B,Clothing,206,9219.94,East,Store5
2022-08-31,Product C,Food,159,5284.14,East,Store2
2022-09-01,Product B,Clothing,24,857.6,West,Store2
2022-09-01,Product A,Electronics,10,636.53,North,Store4
2022-09-01,Product D,Books,66,4070.28,West,Store3
2022-09-02,Product A,Electronics,67,4099.24,East,Store1
2022-09-02,Product E,Toys,23,639.6,West,Store4
2022-09-02,Product D,Books,108,4206.38,South,Store2
2022-09-03,Product E,Toys,82,3072.07,West,Store5
2022-09-03,Product B,Clothing,175,11472.96,North,Store1
2022-09-03,Product E,Toys,121,4195.54,West,Store3
2022-09-03,Product A,Electronics,164,4684.22,East,Store3
2022-09-04,Product B,Clothing,231,12569.04,East,Store4
2022-09-04,Product C,Food,87,5731.09,South,Store2
2022-09-04,Product B,Clothing,187,10832.18,South,Store1
2022-09-04,Product A,Electronics,88,1786.06,South,Store1
2022-09-04,Product B,Clothing,151,10591.18,North,Store1
2022-09-04,Product D,Books,140,12859.24,East,Store3
2022-09-04,Product C,Food,147,3483.27,South,Store2
2022-09-05,Product D,Books,155,11319.46,West,Store4
2022-09-05,Product E,Toys,147,3927.4,South,Store4
2022-09-05,Product E,Toys,159,6636.25,East,Store2
2022-09-05,Product A,Electronics,174,7108.41,North,Store2
2022-09-06,Product A,Electronics,21,1611.06,East,Store4
2022-09-06,Product C,Food,84,2150.86,North,Store4
2022-09-06,Product D,Books,153,12686.83,West,Store2
2022-09-06,Product E,Toys,102,7822.04,West,Store3
2022-09-06,Product A,Electronics,172,13799.18,South,Store3
2022-09-06,Product E,Toys,117,10379.61,South,Store3
2022-09-07,Product B,Clothing,53,4919.32,South,Store5
2022-09-07,Product D,Books,143,3930.32,South,Store4
2022-09-07,Product E,Toys,65,5127.38,West,Store2
2022-09-07,Product A,Electronics,68,6577.42,East,Store4
2022-09-07,Product A,Electronics,40,861.12,East,Store3
2022-09-07,Product B,Clothing,166,9100.69,East,Store2
2022-09-08,Product A,Electronics,78,4322.41,East,Store1
2022-09-08,Product B,Clothing,59,3257.65,North,Store5
2022-09-08,Product A,Electronics,30,1597.51,South,Store5
2022-09-09,Product C,Food,71,5402.5,North,Store2
2022-09-09,Product E,Toys,94,5533.86,South,Store2
2022-09-09,Product A,Electronics,103,9220.22,South,Store2
2022-09-10,Product B,Clothing,232,6155.98,South,Store5
2022-09-10,Product B,Clothing,138,13272.99,East,Store4
2022-09-10,Product C,Food,182,12915.97,East,Store2
2022-09-10,Product A,Electronics,105,8635.07,East,Store1
2022-09-10,Product D,Books,256,13441.68,North,Store2
2022-09-10,Product C,Food,135,11935.79,East,Store1
2022-09-11,Product C,Food,79,7661.19,East,Store3
2022-09-11,Product A,Electronics,136,10527.07,North,Store1
2022-09-11,Product C,Food,169,3713.54,West,Store3
2022-09-11,Product D,Books,120,11961.54,South,Store5
2022-09-11,Product C,Food,147,5371.94,North,Store3
2022-09-12,Product A,Electronics,179,8427.42,East,Store2
2022-09-12,Product C,Food,195,10263.83,North,Store3
2022-09-12,Product B,Clothing,208,4906.48,East,Store2
2022-09-12,Product B,Clothing,247,12226.01,East,Store5
2022-09-13,Product C,Food,202,10608.44,West,Store4
2022-09-13,Product D,Books,152,11420.45,South,Store4
2022-09-13,Product C,Food,111,9550.75,West,Store2
2022-09-13,Product E,Toys,144,3454.39,North,Store2
2022-09-14,Product E,Toys,108,6502.72,North,Store2
2022-09-14,Product A,Electronics,125,2643.73,South,Store5
2022-09-14,Product E,Toys,126,11624.16,West,Store5
2022-09-15,Product B,Clothing,94,3460.64,North,Store1
2022-09-15,Product C,Food,53,3808.61,East,Store5
2022-09-15,Product E,Toys,101,2697.03,East,Store4
2022-09-15,Product E,Toys,11,734.74,East,Store5
2022-09-15,Product A,Electronics,103,10126.53,East,Store5
2022-09-15,Product A,Electronics,101,3090.36,South,Store4
2022-09-16,Product E,Toys,69,6090.13,East,Store1
2022-09-16,Product D,Books,83,2331.74,North,Store4
2022-09-16,Product C,Food,31,2859.11,East,Store4
2022-09-16,Product A,Electronics,10,770.93,West,Store2
2022-09-16,Product A,Electronics,97,4928.42,West,Store2
2022-09-16,Product E,Toys,54,1774.92,South,Store5
2022-09-17,Product A,Electronics,10,486.98,North,Store4
2022-09-17,Product C,Food,77,6448.67,West,Store5
2022-09-17,Product B,Clothing,158,13675.74,South,Store1
2022-09-17,Product A,Electronics,96,9097.27,South,Store1
2022-09-17,Product C,Food,134,7895.1,West,Store1
2022-09-17,Product D,Books,65,6387.32,West,Store5
2022-09-17,Product C,Food,54,3070.11,East,Store1
2022-09-18,Product B,Clothing,129,5660.45,North,Store2
2022-09-18,Product C,Food,140,7026.3,North,Store1
2022-09-18,Product C,Food,115,8825.52,North,Store3
2022-09-18,Product D,Books,184,15100.73,North,Store1
2022-09-18,Product E,Toys,185,4473.73,South,Store1
2022-09-19,Product B,Clothing,87,3701.31,West,Store1
2022-09-19,Product D,Books,138,3664.6,West,Store5
2022-09-19,Product C,Food,187,11890.58,South,Store5
2022-09-19,Product B,Clothing,143,8506.14,East,Store4
2022-09-20,Product D,Books,243,4936.17,East,Store3
2022-09-20,Product A,Electronics,158,6952.85,West,Store3
2022-09-20,Product E,Toys,230,8293.12,North,Store2
2022-09-20,Product C,Food,146,13819.69,East,Store3
2022-09-20,Product B,Clothing,112,7014.31,West,Store2
2022-09-20,Product C,Food,129,10387.48,South,Store2
2022-09-20,Product B,Clothing,173,12111.27,East,Store3
2022-09-21,Product D,Books,258,19194.62,North,Store5
2022-09-21,Product B,Clothing,107,9296.84,West,Store4
2022-09-21,Product D,Books,162,3445.44,East,Store5
2022-09-21,Product E,Toys,137,7205.19,East,Store3
2022-09-21,Product E,Toys,57,4101.92,South,Store1
2022-09-21,Product C,Food,100,3276.32,South,Store3
2022-09-21,Product D,Books,71,2390.22,North,Store2
2022-09-22,Product D,Books,20,1023.23,South,Store1
2022-09-22,Product C,Food,94,2575.72,West,Store2
2022-09-22,Product C,Food,86,6114.07,West,Store1
2022-09-23,Product B,Clothing,117,7223.22,South,Store3
2022-09-23,Product D,Books,41,988.02,South,Store5
2022-09-23,Product E,Toys,10,520.78,East,Store4
2022-09-23,Product E,Toys,77,4744.4,East,Store2
2022-09-23,Product A,Electronics,66,5441.42,East,Store4
2022-09-23,Product D,Books,94,5589.47,North,Store3
2022-09-23,Product D,Books,10,339.6,South,Store2
2022-09-24,Product C,Food,190,9738.54,East,Store5
2022-09-24,Product B,Clothing,223,17963.57,South,Store1
2022-09-24,Product E,Toys,155,12988.01,West,Store4
2022-09-24,Product A,Electronics,75,3524.86,West,Store2
2022-09-24,Product D,Books,132,8446.7,East,Store4
2022-09-25,Product B,Clothing,219,12666.8,South,Store3
2022-09-25,Product E,Toys,215,5974.88,West,Store4
2022-09-25,Product E,Toys,195,18577.73,South,Store1
2022-09-26,Product B,Clothing,258,25007.69,West,Store5
2022-09-26,Product D,Books,212,13418.82,North,Store3
2022-09-26,Product C,Food,175,4374.22,West,Store1
2022-09-26,Product E,Toys,163,4370.27,North,Store3
2022-09-27,Product E,Toys,171,13025.5,South,Store3
2022-09-27,Product C,Food,60,4229.7,South,Store5
2022-09-27,Product C,Food,174,15849.9,South,Store4
2022-09-27,Product E,Toys,136,5739.45,West,Store1
2022-09-28,Product E,Toys,204,4558.17,West,Store3
2022-09-28,Product A,Electronics,90,4869.34,West,Store2
2022-09-28,Product A,Electronics,111,10662.61,East,Store3
2022-09-28,Product D,Books,104,10224.61,South,Store4
2022-09-28,Product E,Toys,147,5799.14,East,Store1
2022-09-28,Product D,Books,136,3864.79,West,Store3
2022-09-28,Product D,Books,157,13505.12,East,Store5
2022-09-29,Product C,Food,94,3198.51,East,Store3
2022-09-29,Product B,Clothing,10,964.02,South,Store5
2022-09-29,Product E,Toys,10,738.89,West,Store1
2022-09-29,Product D,Books,70,3950.61,West,Store4
2022-09-29,Product C,Food,10,705.7,West,Store1
2022-09-29,Product D,Books,90,3187.38,West,Store3
2022-09-29,Product A,Electronics,117,2708.95,North,Store5
2022-09-30,Product C,Food,140,3111.82,East,Store3
2022-09-30,Product E,Toys,132,7146.91,West,Store1
2022-09-30,Product D,Books,69,5520.89,South,Store1
2022-09-30,Product B,Clothing,193,16969.24,West,Store4
2022-09-30,Product B,Clothing,10,552.3,West,Store3
2022-09-30,Product E,Toys,120,8739.22,West,Store5
2022-10-01,Product A,Electronics,90,3277.58,East,Store1
2022-10-01,Product A,Electronics,163,7315.53,West,Store4
2022-10-01,Product A,Electronics,171,7105.64,West,Store3
2022-10-01,Product D,Books,162,3994.76,South,Store1
2022-10-01,Product E,Toys,160,12434.55,East,Store2
2022-10-01,Product A,Electronics,52,3183.2,West,Store3
2022-10-01,Product D,Books,80,2407.28,West,Store3
2022-10-02,Product C,Food,150,14993.61,South,Store1
2022-10-02,Product C,Food,153,9812.66,South,Store2
2022-10-02,Product B,Clothing,79,7310.05,East,Store1
2022-10-02,Product E,Toys,135,7081.72,South,Store4
2022-10-02,Product B,Clothing,265,23361.75,East,Store3
2022-10-02,Product C,Food,164,15699.37,East,Store2
2022-10-03,Product B,Clothing,206,16542.1,North,Store4
2022-10-03,Product E,Toys,258,12586.05,West,Store3
2022-10-03,Product B,Clothing,288,17104.94,East,Store1
2022-10-04,Product A,Electronics,134,13035.75,North,Store4
2022-10-04,Product A,Electronics,145,14070.31,East,Store1
2022-10-04,Product B,Clothing,82,7157.66,North,Store4
2022-10-05,Product A,Electronics,115,4869.98,East,Store2
2022-10-05,Product E,Toys,87,5279.01,West,Store5
2022-10-05,Product B,Clothing,90,3307.81,North,Store3
2022-10-05,Product B,Clothing,33,2752.3,West,Store5
2022-10-05,Product E,Toys,34,3396.09,West,Store4
2022-10-05,Product C,Food,56,4965.49,North,Store3
2022-10-06,Product B,Clothing,53,3897.9,North,Store3
2022-10-06,Product B,Clothing,48,3290.78,South,Store1
2022-10-06,Product A,Electronics,16,1035.69,East,Store2
2022-10-06,Product B,Clothing,58,3211.19,North,Store1
2022-10-06,Product E,Toys,10,406.96,North,Store3
2022-10-06,Product A,Electronics,52,1260.21,North,Store4
2022-10-06,Product E,Toys,71,4872.66,South,Store5
2022-10-07,Product D,Books,113,8190.25,East,Store1
2022-10-07,Product B,Clothing,121,7861.23,West,Store1
2022-10-07,Product D,Books,128,11014.18,West,Store4
2022-10-07,Product E,Toys,120,5956.72,West,Store3
2022-10-07,Product A,Electronics,150,13485.54,South,Store2
2022-10-07,Product A,Electronics,130,7495.29,North,Store5
2022-10-08,Product C,Food,115,10160.48,South,Store3
2022-10-08,Product D,Books,158,10511.28,North,Store5
2022-10-08,Product A,Electronics,137,13091.32,West,Store3
2022-10-08,Product A,Electronics,93,2820.24,South,Store4
2022-10-08,Product D,Books,148,6610.89,East,Store3
2022-10-09,Product B,Clothing,185,14481.71,West,Store1
2022-10-09,Product E,Toys,77,3423.13,South,Store5
2022-10-09,Product C,Food,127,8034.8,West,Store4
2022-10-10,Product B,Clothing,157,12475.78,East,Store3
2022-10-10,Product D,Books,186,11527.12,South,Store1
2022-10-10,Product E,Toys,123,3300.36,West,Store2
2022-10-10,Product C,Food,246,6700.97,East,Store5
2022-10-10,Product D,Books,208,16213.79,South,Store1
2022-10-10,Product B,Clothing,99,5449.13,North,Store2
2022-10-11,Product B,Clothing,82,2070.2,North,Store3
2022-10-11,Product A,Electronics,145,9538.49,North,Store3
2022-10-11,Product B,Clothing,205,9114.4,West,Store4
2022-10-11,Product D,Books,118,3794.69,South,Store1
